"","workerid","rt","trial_type","bias_%","trial","result","ntrials","response","matched"
"32","11",5235,"elicit_prevalence",60,"catch2",NA,50,"2",0
"33","11",2727,"elicit_prevalence",60,"catch3",NA,50,"50",0
"34","12",3475,"elicit_prevalence",80,"catch1",NA,50,"2",0
"35","12",7562,"elicit_prevalence",80,"catch2",NA,50,"2",0
"36","12",3747,"elicit_prevalence",80,"catch3",NA,50,"50",0
"37","13",6765,"elicit_prevalence",80,"catch1",NA,50,"2",0
"38","13",9832,"elicit_prevalence",80,"catch2",NA,50,"2",0
"39","13",4692,"elicit_prevalence",80,"catch3",NA,50,"50",0
"40","14",7750,"elicit_prevalence",60,"catch1",NA,100,"2",0
"41","14",10509,"elicit_prevalence",60,"catch2",NA,100,"2",0
"42","14",4463,"elicit_prevalence",60,"catch3",NA,100,"100",0
"43","15",8328,"elicit_prevalence",60,"catch1",NA,100,"2",0
"44","15",11807,"elicit_prevalence",60,"catch2",NA,100,"2",0
"45","15",4975,"elicit_prevalence",60,"catch3",NA,100,"100",0
"46","16",3088,"elicit_prevalence",60,"catch1",NA,100,"2",0
"47","16",4774,"elicit_prevalence",60,"catch2",NA,100,"2",0
"48","16",3131,"elicit_prevalence",60,"catch3",NA,100,"100",0
"49","17",6119,"elicit_prevalence",60,"catch1",NA,100,"2",0
"50","17",20771,"elicit_prevalence",60,"catch2",NA,100,"2",0
"51","17",4191,"elicit_prevalence",60,"catch3",NA,100,"100",0
"52","18",9720,"elicit_prevalence",80,"catch1",NA,100,"2",0
"53","18",8522,"elicit_prevalence",80,"catch2",NA,100,"2",0
"54","18",4075,"elicit_prevalence",80,"catch3",NA,100,"100",0
"55","19",5033,"elicit_prevalence",80,"catch1",NA,100,"2",0
"56","19",4481,"elicit_prevalence",80,"catch2",NA,100,"2",0
"57","19",3662,"elicit_prevalence",80,"catch3",NA,100,"100",0
"58","20",3942,"elicit_prevalence",80,"catch1",NA,50,"2",0
"59","20",7257,"elicit_prevalence",80,"catch2",NA,50,"2",0
"60","20",3133,"elicit_prevalence",80,"catch3",NA,50,"34",0
"61","21",3757,"elicit_prevalence",60,"catch1",NA,100,"2",0
"62","21",6017,"elicit_prevalence",60,"catch2",NA,100,"2",0
"63","21",3152,"elicit_prevalence",60,"catch3",NA,100,"100",0
"64","22",4387,"elicit_prevalence",80,"catch1",NA,50,"2",0
"65","22",7634,"elicit_prevalence",80,"catch2",NA,50,"2",0
"66","22",2828,"elicit_prevalence",80,"catch3",NA,50,"50",0
"67","23",5673,"elicit_prevalence",60,"catch1",NA,50,"2",0
"68","23",5750,"elicit_prevalence",60,"catch2",NA,50,"2",0
"69","23",3183,"elicit_prevalence",60,"catch3",NA,50,"50",0
"70","24",12873,"elicit_prevalence",80,"catch1",NA,50,"1",0
"71","24",27802,"elicit_prevalence",80,"catch2",NA,50,"1",0
"72","24",3030,"elicit_prevalence",80,"catch3",NA,50,"50",0
"73","25",3339,"elicit_prevalence",80,"catch1",NA,100,"2",0
"74","25",4439,"elicit_prevalence",80,"catch2",NA,100,"2",0
"75","25",2580,"elicit_prevalence",80,"catch3",NA,100,"100",0
"76","26",35009,"elicit_prevalence",60,"catch1",NA,100,"2",0
"77","26",14342,"elicit_prevalence",60,"catch2",NA,100,"2",0
"78","26",6669,"elicit_prevalence",60,"catch3",NA,100,"43",0
"79","27",5936,"elicit_prevalence",80,"catch1",NA,100,"2",0
"80","27",14488,"elicit_prevalence",80,"catch2",NA,100,"1",0
"81","27",4277,"elicit_prevalence",80,"catch3",NA,100,"100",0
"82","28",4487,"elicit_prevalence",60,"catch1",NA,50,"2",0
"83","28",12103,"elicit_prevalence",60,"catch2",NA,50,"2",0
"84","28",3920,"elicit_prevalence",60,"catch3",NA,50,"50",0
"85","29",2773,"elicit_prevalence",80,"catch1",NA,50,"2",0
"86","29",11224,"elicit_prevalence",80,"catch2",NA,50,"2",0
"87","29",4399,"elicit_prevalence",80,"catch3",NA,50,"1",0
"88","30",7814,"elicit_prevalence",80,"catch1",NA,100,"2",0
"89","30",8114,"elicit_prevalence",80,"catch2",NA,100,"2",0
"90","30",4036,"elicit_prevalence",80,"catch3",NA,100,"100",0
"91","31",6263,"elicit_prevalence",60,"catch1",NA,50,"2",0
"92","31",4828,"elicit_prevalence",60,"catch2",NA,50,"2",0
"93","31",2355,"elicit_prevalence",60,"catch3",NA,50,"50",0
"94","32",6684,"elicit_prevalence",60,"catch1",NA,50,"2",0
"95","32",18581,"elicit_prevalence",60,"catch2",NA,50,"1",0
"96","32",4741,"elicit_prevalence",60,"catch3",NA,50,"50",0
"97","33",3239,"elicit_prevalence",80,"catch1",NA,50,"2",0
"98","33",4208,"elicit_prevalence",80,"catch2",NA,50,"2",0
"99","33",2930,"elicit_prevalence",80,"catch3",NA,50,"50",0
"100","34",4835,"elicit_prevalence",60,"catch1",NA,100,"2",0
"101","34",8288,"elicit_prevalence",60,"catch2",NA,100,"1",0
"102","34",3425,"elicit_prevalence",60,"catch3",NA,100,"100",0
"103","35",10887,"elicit_prevalence",60,"catch1",NA,100,"2",0
"104","35",15003,"elicit_prevalence",60,"catch2",NA,100,"1",0
"105","35",4541,"elicit_prevalence",60,"catch3",NA,100,"100",0
"106","36",3744,"elicit_prevalence",60,"catch1",NA,50,"2",0
"107","36",6557,"elicit_prevalence",60,"catch2",NA,50,"1",0
"108","36",3156,"elicit_prevalence",60,"catch3",NA,50,"50",0
"109","37",5582,"elicit_prevalence",80,"catch1",NA,50,"2",0
"110","37",7080,"elicit_prevalence",80,"catch2",NA,50,"2",0
"111","37",3375,"elicit_prevalence",80,"catch3",NA,50,"50",0
"112","38",4633,"elicit_prevalence",80,"catch1",NA,50,"2",0
"113","38",17230,"elicit_prevalence",80,"catch2",NA,50,"2",0
"114","38",25145,"elicit_prevalence",80,"catch3",NA,50,"100",0
"115","39",12254,"elicit_prevalence",80,"catch1",NA,50,"2",0
"116","39",10878,"elicit_prevalence",80,"catch2",NA,50,"2",0
"117","39",8947,"elicit_prevalence",80,"catch3",NA,50,"50",0
"118","40",5760,"elicit_prevalence",60,"catch1",NA,100,"2",0
"119","40",8895,"elicit_prevalence",60,"catch2",NA,100,"2",0
"120","40",3886,"elicit_prevalence",60,"catch3",NA,100,"100",0
"121","41",4255,"elicit_prevalence",80,"catch1",NA,100,"2",0
"122","41",5280,"elicit_prevalence",80,"catch2",NA,100,"2",0
"123","41",3544,"elicit_prevalence",80,"catch3",NA,100,"100",0
"124","42",9344,"elicit_prevalence",80,"catch1",NA,100,"2",0
"125","42",7378,"elicit_prevalence",80,"catch2",NA,100,"2",0
"126","42",3764,"elicit_prevalence",80,"catch3",NA,100,"2",0
"127","43",6300,"elicit_prevalence",80,"catch1",NA,50,"2",0
"128","43",9930,"elicit_prevalence",80,"catch2",NA,50,"2",0
"129","43",10295,"elicit_prevalence",80,"catch3",NA,50,"42",0
"130","44",7401,"elicit_prevalence",80,"catch1",NA,50,"2",0
"131","44",10066,"elicit_prevalence",80,"catch2",NA,50,"2",0
"132","44",3874,"elicit_prevalence",80,"catch3",NA,50,"50",0
"133","45",4070,"elicit_prevalence",60,"catch1",NA,50,"2",0
"134","45",8310,"elicit_prevalence",60,"catch2",NA,50,"2",0
"135","45",3981,"elicit_prevalence",60,"catch3",NA,50,"50",0
"136","46",4629,"elicit_prevalence",60,"catch1",NA,100,"2",0
"137","46",6788,"elicit_prevalence",60,"catch2",NA,100,"2",0
"138","46",3253,"elicit_prevalence",60,"catch3",NA,100,"100",0
"139","47",2621,"elicit_prevalence",60,"catch1",NA,100,"2",0
"140","47",4369,"elicit_prevalence",60,"catch2",NA,100,"2",0
"141","47",2695,"elicit_prevalence",60,"catch3",NA,100,"100",0
"142","48",4218,"elicit_prevalence",80,"catch1",NA,50,"2",0
"143","48",12380,"elicit_prevalence",80,"catch2",NA,50,"2",0
"144","48",4968,"elicit_prevalence",80,"catch3",NA,50,"50",0
"145","49",3584,"elicit_prevalence",60,"catch1",NA,100,"2",0
"146","49",4757,"elicit_prevalence",60,"catch2",NA,100,"2",0
"147","49",3108,"elicit_prevalence",60,"catch3",NA,100,"100",0
"148","50",4967,"elicit_prevalence",80,"catch1",NA,50,"2",0
"149","50",14543,"elicit_prevalence",80,"catch2",NA,50,"2",0
"150","50",5881,"elicit_prevalence",80,"catch3",NA,50,"52",0
"151","51",4497,"elicit_prevalence",60,"catch1",NA,100,"2",0
"152","51",6550,"elicit_prevalence",60,"catch2",NA,100,"2",0
"153","51",3909,"elicit_prevalence",60,"catch3",NA,100,"100",0
"154","52",3520,"elicit_prevalence",60,"catch1",NA,100,"2",0
"155","52",13159,"elicit_prevalence",60,"catch2",NA,100,"2",0
"156","52",2449,"elicit_prevalence",60,"catch3",NA,100,"100",0
"157","53",4792,"elicit_prevalence",80,"catch1",NA,50,"2",0
"158","53",5990,"elicit_prevalence",80,"catch2",NA,50,"2",0
"159","53",3889,"elicit_prevalence",80,"catch3",NA,50,"50",0
"160","54",6894,"elicit_prevalence",80,"catch1",NA,50,"2",0
"161","54",11218,"elicit_prevalence",80,"catch2",NA,50,"2",0
"162","54",6169,"elicit_prevalence",80,"catch3",NA,50,"50",0
"163","55",4805,"elicit_prevalence",60,"catch1",NA,50,"2",0
"164","55",7632,"elicit_prevalence",60,"catch2",NA,50,"2",0
"165","55",3767,"elicit_prevalence",60,"catch3",NA,50,"50",0
"166","56",4295,"elicit_prevalence",60,"catch1",NA,100,"2",0
"167","56",4827,"elicit_prevalence",60,"catch2",NA,100,"2",0
"168","56",8582,"elicit_prevalence",60,"catch3",NA,100,"100",0
"169","57",3175,"elicit_prevalence",60,"catch1",NA,50,"2",0
"170","57",13295,"elicit_prevalence",60,"catch2",NA,50,"2",0
"171","57",3449,"elicit_prevalence",60,"catch3",NA,50,"50",0
"172","58",5178,"elicit_prevalence",80,"catch1",NA,100,"2",0
"173","58",8728,"elicit_prevalence",80,"catch2",NA,100,"2",0
"174","58",4430,"elicit_prevalence",80,"catch3",NA,100,"100",0
"175","59",2805,"elicit_prevalence",60,"catch1",NA,50,"2",0
"176","59",8943,"elicit_prevalence",60,"catch2",NA,50,"2",0
"177","59",3078,"elicit_prevalence",60,"catch3",NA,50,"50",0
"178","60",7890,"elicit_prevalence",60,"catch1",NA,100,"2",0
"179","60",10859,"elicit_prevalence",60,"catch2",NA,100,"1",0
"180","60",6028,"elicit_prevalence",60,"catch3",NA,100,"100",0
"181","61",6656,"elicit_prevalence",80,"catch1",NA,100,"2",0
"182","61",11031,"elicit_prevalence",80,"catch2",NA,100,"2",0
"183","61",3960,"elicit_prevalence",80,"catch3",NA,100,"100",0
"184","62",2719,"elicit_prevalence",80,"catch1",NA,100,"2",0
"185","62",6881,"elicit_prevalence",80,"catch2",NA,100,"1",0
"186","62",2658,"elicit_prevalence",80,"catch3",NA,100,"100",0
"187","63",3787,"elicit_prevalence",80,"catch1",NA,50,"2",0
"188","63",24606,"elicit_prevalence",80,"catch2",NA,50,"2",0
"189","63",8388,"elicit_prevalence",80,"catch3",NA,50,"40",0
"190","64",18189,"elicit_prevalence",60,"catch1",NA,100,"2",0
"191","64",25490,"elicit_prevalence",60,"catch2",NA,100,"1",0
"192","64",6043,"elicit_prevalence",60,"catch3",NA,100,"100",0
"193","65",12983,"elicit_prevalence",80,"catch1",NA,50,"2",0
"194","65",7480,"elicit_prevalence",80,"catch2",NA,50,"2",0
"195","65",3991,"elicit_prevalence",80,"catch3",NA,50,"35",0
"196","66",5583,"elicit_prevalence",60,"catch1",NA,100,"2",0
"197","66",12958,"elicit_prevalence",60,"catch2",NA,100,"2",0
"198","66",4471,"elicit_prevalence",60,"catch3",NA,100,"100",0
"199","67",7493,"elicit_prevalence",80,"catch1",NA,50,"2",0
"200","67",8685,"elicit_prevalence",80,"catch2",NA,50,"1",0
"201","67",4911,"elicit_prevalence",80,"catch3",NA,50,"50",0
"202","68",9883,"elicit_prevalence",80,"catch1",NA,100,"2",0
"203","68",12862,"elicit_prevalence",80,"catch2",NA,100,"2",0
"204","68",3218,"elicit_prevalence",80,"catch3",NA,100,"2",0
"205","69",18921,"elicit_prevalence",80,"catch1",NA,50,"2",0
"206","69",8821,"elicit_prevalence",80,"catch2",NA,50,"1",0
"207","69",4555,"elicit_prevalence",80,"catch3",NA,50,"50",0
"208","70",7126,"elicit_prevalence",80,"catch1",NA,100,"2",0
"209","70",10486,"elicit_prevalence",80,"catch2",NA,100,"2",0
"210","70",3919,"elicit_prevalence",80,"catch3",NA,100,"60",0
"211","71",5348,"elicit_prevalence",60,"catch1",NA,100,"2",0
"212","71",7278,"elicit_prevalence",60,"catch2",NA,100,"2",0
"213","71",5943,"elicit_prevalence",60,"catch3",NA,100,"100",0
"214","72",17905,"elicit_prevalence",60,"catch1",NA,50,"2",0
"215","72",7814,"elicit_prevalence",60,"catch2",NA,50,"2",0
"216","72",9390,"elicit_prevalence",60,"catch3",NA,50,"40",0
"217","73",8758,"elicit_prevalence",60,"catch1",NA,100,"2",0
"218","73",5320,"elicit_prevalence",60,"catch2",NA,100,"2",0
"219","73",3671,"elicit_prevalence",60,"catch3",NA,100,"100",0
"220","74",3968,"elicit_prevalence",60,"catch1",NA,100,"2",0
"221","74",6140,"elicit_prevalence",60,"catch2",NA,100,"2",0
"222","74",3022,"elicit_prevalence",60,"catch3",NA,100,"100",0
"223","75",13287,"elicit_prevalence",80,"catch1",NA,50,"2",0
"224","75",7835,"elicit_prevalence",80,"catch2",NA,50,"2",0
"225","75",3211,"elicit_prevalence",80,"catch3",NA,50,"50",0
"226","76",6352,"elicit_prevalence",60,"catch1",NA,100,"2",0
"227","76",8223,"elicit_prevalence",60,"catch2",NA,100,"2",0
"228","76",4542,"elicit_prevalence",60,"catch3",NA,100,"100",0
"229","77",3873,"elicit_prevalence",80,"catch1",NA,50,"2",0
"230","77",5074,"elicit_prevalence",80,"catch2",NA,50,"2",0
"231","77",5409,"elicit_prevalence",80,"catch3",NA,50,"30",0
"232","78",5199,"elicit_prevalence",80,"catch1",NA,100,"2",0
"233","78",7096,"elicit_prevalence",80,"catch2",NA,100,"2",0
"234","78",4159,"elicit_prevalence",80,"catch3",NA,100,"100",0
"235","79",2854,"elicit_prevalence",60,"catch1",NA,50,"2",0
"236","79",12250,"elicit_prevalence",60,"catch2",NA,50,"2",0
"237","79",15863,"elicit_prevalence",60,"catch3",NA,50,"59",0
"238","80",5402,"elicit_prevalence",80,"catch1",NA,100,"2",0
"239","80",5812,"elicit_prevalence",80,"catch2",NA,100,"2",0
"240","80",3354,"elicit_prevalence",80,"catch3",NA,100,"100",0
